layer,mean,std,max,energy,spike_score,anomaly_score,flagged
model.layers.0.mlp.act_fn,0.008171122734302117,0.253050771355629,3.2296519140402475,0.06530384204039971,12.762810932872004,0.39538038762269107,False
model.layers.9.mlp.down_proj,0.0008402604116781731,0.1789314458767573,3.706772824128469,0.032273852700988453,20.716046248434846,0.39015955404288283,False
model.layers.9.mlp,0.0008402604116781731,0.1789314458767573,3.706772824128469,0.032273852700988453,20.716046248434846,0.39015955404288283,False
model.layers.10.mlp,-0.0005275689855504122,0.16289992903669676,3.435045381387075,0.02666295422241092,21.086714493895002,0.3769609383834383,False
model.layers.10.mlp.down_proj,-0.0005275689855504122,0.16289992903669676,3.435045381387075,0.02666295422241092,21.086714493895002,0.3769609383834383,False
model.layers.0.mlp,0.0006372288581284617,0.1980937600135803,3.4213664571444196,0.03954084369664391,17.271362740285856,0.37539870064423175,False
model.layers.0.mlp.down_proj,0.0006372288581284617,0.1980937600135803,3.4213664571444196,0.03954084369664391,17.271362740285856,0.37539870064423175,False
model.layers.13.mlp,0.00020956868484063308,0.17927196087936562,3.4333633263905843,0.03257692363113165,19.15159603293954,0.37425518225671484,False
model.layers.13.mlp.down_proj,0.00020956868484063308,0.17927196087936562,3.4333633263905843,0.03257692363113165,19.15159603293954,0.37425518225671484,False
model.layers.15.mlp,0.006531277302322754,0.22807102650403976,2.945047362645467,0.05253410637378693,12.912795171718713,0.36898366616092837,False
model.layers.15.mlp.down_proj,0.006531277302322754,0.22807102650403976,2.945047362645467,0.05253410637378693,12.912795171718713,0.36898366616092837,False
model.layers.20.self_attn,0.011146963046242794,0.2306113434334596,2.773862036069234,0.05400955608735482,12.028246167445927,0.3674417237628972,False
model.layers.20.self_attn.o_proj,0.011146963046242794,0.2306113434334596,2.773862036069234,0.05400955608735482,12.028246167445927,0.3674417237628972,False
model.layers.5.self_attn,-0.0018401177050691331,0.1014283881833156,2.5496753811836244,0.010332234141727289,25.137442183675002,0.35567615113930745,False
model.layers.5.self_attn.o_proj,-0.0018401177050691331,0.1014283881833156,2.5496753811836244,0.010332234141727289,25.137442183675002,0.35567615113930745,False
model.layers.12.mlp,0.004676800723003301,0.16130640283226966,2.9888888001441956,0.026204050208131473,18.529148369291494,0.35389509226900107,False
model.layers.12.mlp.down_proj,0.004676800723003301,0.16130640283226966,2.9888888001441956,0.026204050208131473,18.529148369291494,0.35389509226900107,False
model.layers.14.mlp,0.00026359779079333144,0.1890727411955595,2.952618851264318,0.03620084974293907,15.616229057478774,0.3491187145354345,False
model.layers.14.mlp.down_proj,0.00026359779079333144,0.1890727411955595,2.952618851264318,0.03620084974293907,15.616229057478774,0.3491187145354345,False
model.layers.0.self_attn,0.00018185118313643518,0.012331530715649327,0.40736711819966637,0.0001529363415708455,33.03191596212602,0.3428478351542031,False
model.layers.0.self_attn.o_proj,0.00018185118313643518,0.012331530715649327,0.40736711819966637,0.0001529363415708455,33.03191596212602,0.3428478351542031,False
model.layers.22.self_attn,-0.0031687203856563427,0.21542551095287005,2.4374271670977277,0.048310486848155657,11.314425305950278,0.33656953308284476,False
model.layers.22.self_attn.o_proj,-0.0031687203856563427,0.21542551095287005,2.4374271670977277,0.048310486848155657,11.314425305950278,0.33656953308284476,False
model.layers.13.self_attn,-0.0020252556598279623,0.09337935820221901,2.1089916825294495,0.008845548176517089,22.584960297135947,0.32213877165105814,False
model.layers.13.self_attn.o_proj,-0.0020252556598279623,0.09337935820221901,2.1089916825294495,0.008845548176517089,22.584960297135947,0.32213877165105814,False
model.layers.11.self_attn,0.00044838089552285966,0.08869731252392134,1.9919704139232635,0.008081305182228486,22.457816357961065,0.31453198751727773,False
model.layers.11.self_attn.o_proj,0.00044838089552285966,0.08869731252392134,1.9919704139232635,0.008081305182228486,22.457816357961065,0.31453198751727773,False
model.layers.14.self_attn,0.00251270522512641,0.11172086944182714,2.0651978492736816,0.012739312268483143,18.485170894396973,0.3003592148377716,False
model.layers.14.self_attn.o_proj,0.00251270522512641,0.11172086944182714,2.0651978492736816,0.012739312268483143,18.485170894396973,0.3003592148377716,False
model.layers.6.self_attn,0.0006104669645537797,0.08786052241921424,1.8451120972633361,0.0077903666843970616,21.000229070237832,0.2992523167545861,False
model.layers.6.self_attn.o_proj,0.0006104669645537797,0.08786052241921424,1.8451120972633361,0.0077903666843970616,21.000229070237832,0.2992523167545861,False
model.layers.4.self_attn.o_proj,0.000859038059024897,0.09959108717739582,1.969237204392751,0.009955991695945462,19.773028763671743,0.2991760120427327,False
model.layers.4.self_attn,0.000859038059024897,0.09959108717739582,1.969237204392751,0.009955991695945462,19.773028763671743,0.2991760120427327,False
model.layers.1.mlp.down_proj,0.0002762472799683261,0.1375120819856723,2.173783814907074,0.019272678236787518,15.807832851376016,0.29779392560307955,False
model.layers.1.mlp,0.0002762472799683261,0.1375120819856723,2.173783814907074,0.019272678236787518,15.807832851376016,0.29779392560307955,False
model.layers.19.self_attn.o_proj,0.0007986451866599964,0.1285522509366274,2.133371482292811,0.01706199219916016,16.59523556774534,0.29700945102065684,False
model.layers.19.self_attn,0.0007986451866599964,0.1285522509366274,2.133371482292811,0.01706199219916016,16.59523556774534,0.29700945102065684,False
model.layers.9.self_attn.o_proj,-0.00014962258561960576,0.08782087489962578,1.8202910542488098,0.00784663560334593,20.727080312613165,0.2960259641717117,False
model.layers.9.self_attn,-0.00014962258561960576,0.08782087489962578,1.8202910542488098,0.00784663560334593,20.727080312613165,0.2960259641717117,False
model.layers.2.self_attn.o_proj,0.0006558085430697247,0.10154068768024445,1.9047491153081257,0.010674097777033846,18.75829680225717,0.2908468740235893,False
model.layers.2.self_attn,0.0006558085430697247,0.10154068768024445,1.9047491153081257,0.010674097777033846,18.75829680225717,0.2908468740235893,False
model.layers.18.self_attn.o_proj,8.46370835157965e-05,0.09879245106130838,1.8783511102199555,0.010573937965091318,19.012911180259355,0.2900635937439269,False
model.layers.18.self_attn,8.46370835157965e-05,0.09879245106130838,1.8783511102199555,0.010573937965091318,19.012911180259355,0.2900635937439269,False
model.layers.17.self_attn.o_proj,0.0026996596855800212,0.1650008164346218,1.8677897016207377,0.027681617718189954,11.319812969215443,0.28366676758417525,False
model.layers.17.self_attn,0.0026996596855800212,0.1650008164346218,1.8677897016207377,0.027681617718189954,11.319812969215443,0.28366676758417525,False
model.layers.6.mlp.down_proj,-0.0007045119628931692,0.19242282857497534,1.6603534499804178,0.03723311387002468,8.628627037911178,0.28313692230398274,False
model.layers.6.mlp,-0.0007045119628931692,0.19242282857497534,1.6603534499804178,0.03723311387002468,8.628627037911178,0.28313692230398274,False
model.layers.11.mlp.down_proj,9.894252426079219e-06,0.16374924033880234,1.9032694935798644,0.02706549974779288,11.623002748832391,0.28269571205433164,False
model.layers.11.mlp,9.894252426079219e-06,0.16374924033880234,1.9032694935798644,0.02706549974779288,11.623002748832391,0.28269571205433164,False
model.layers.7.mlp,0.003066359253534756,0.19018502049148084,1.627772537867228,0.036490534571930765,8.558844302334736,0.282488876225556,False
model.layers.7.mlp.down_proj,0.003066359253534756,0.19018502049148084,1.627772537867228,0.036490534571930765,8.558844302334736,0.282488876225556,False
model.layers.8.mlp.down_proj,-0.0005325740142628396,0.16940573478738466,1.784018424153328,0.02891794339132806,10.530976979117005,0.27813987293195036,False
model.layers.8.mlp,-0.0005325740142628396,0.16940573478738466,1.784018424153328,0.02891794339132806,10.530976979117005,0.27813987293195036,False
model.layers.15.self_attn.o_proj,0.001323249426544256,0.11538340325156847,1.771735519170761,0.013619182359737655,15.355069396232954,0.271619264876416,False
model.layers.15.self_attn,0.001323249426544256,0.11538340325156847,1.771735519170761,0.013619182359737655,15.355069396232954,0.271619264876416,False
model.layers.8.self_attn,0.0010193426947807892,0.13075949363410472,1.6502857148647307,0.017564509832300245,12.620675167245668,0.2597420389845722,False
model.layers.8.self_attn.o_proj,0.0010193426947807892,0.13075949363410472,1.6502857148647307,0.017564509832300245,12.620675167245668,0.2597420389845722,False
model.layers.12.self_attn.o_proj,-0.0004129267158229292,0.09483207340041797,1.3148840328057607,0.009139171172864734,13.865247488646355,0.2348113921199909,False
model.layers.12.self_attn,-0.0004129267158229292,0.09483207340041797,1.3148840328057607,0.009139171172864734,13.865247488646355,0.2348113921199909,False
model.layers.16.self_attn,0.0009343733480818628,0.09864296441276868,1.321991539001465,0.011474038038674432,13.401646485634792,0.23474120642106594,False
model.layers.16.self_attn.o_proj,0.0009343733480818628,0.09864296441276868,1.321991539001465,0.011474038038674432,13.401646485634792,0.23474120642106594,False
model.layers.1.self_attn,0.0011241314445821142,0.10331547769407431,1.2686853587627411,0.010751524132986863,12.279603283799387,0.228310794389949,False
model.layers.1.self_attn.o_proj,0.0011241314445821142,0.10331547769407431,1.2686853587627411,0.010751524132986863,12.279603283799387,0.228310794389949,False
model.layers.7.self_attn,-0.0009568735151712341,0.08198019005358219,0.9906727204720179,0.0069260433626671634,12.084146617346283,0.204471134078483,False
model.layers.7.self_attn.o_proj,-0.0009568735151712341,0.08198019005358219,0.9906727204720179,0.0069260433626671634,12.084146617346283,0.204471134078483,False
model.layers.3.self_attn,0.0004265036851544816,0.06596193717171749,0.733933845659097,0.004519108142509746,11.126457934225845,0.1781049310133814,False
model.layers.3.self_attn.o_proj,0.0004265036851544816,0.06596193717171749,0.733933845659097,0.004519108142509746,11.126457934225845,0.1781049310133814,False
model.layers.0.self_attn.v_proj,0.0008556213104990699,0.028184711157033842,0.24269259745875996,0.0007989251636900008,8.610483379561462,0.11522505877951653,False
